COUNTRY,TF14,YEAR,mean_perc,SE420,SE605,SE131,SE136,SE207,SE270,SE281,SE336,SE360,SE370,SE375,SE380,SE135,SE206,SE256,SE600,SE405,SE132,SE425,SE011,plus,miners
(FRA) France,(45) Specialist milk,2012,14.499272837961241,35614.0,33539.0,192390.0,321.80992153,1590.9860957,190509.0,66810.0,64639.0,37324.0,3873.0,11518.0,6346.0,29439.0,158410.0,4541.0,31853.0,1880.0,1.0098726087999998,29129.1479,3057.45,226123.0,190510.0
(FRA) France,(48) Specialist sheep and goats,2012,5.4148205769946225,19710.0,33944.0,81818.0,117.63445103,1190.544437,95876.0,35111.0,32357.0,18846.0,2500.0,4695.0,2367.0,9282.0,70286.0,2250.0,32973.0,795.0,0.8533750704,18185.362608000003,2513.15,115586.0,95876.0
(FRA) France,(49) Specialist cattle,2012,12.351608211857815,23639.0,44050.0,115043.0,124.36182487,791.09179644,134725.0,45760.0,45442.0,26978.0,2209.0,10208.0,4129.0,13923.0,97775.0,3345.0,42643.0,679.0,0.8539034648999999,25927.823744,2444.85,158365.0,134725.0
(FRA) France,(50) Specialist granivores,2012,4.650454899042852,49748.0,16691.0,432028.0,1065.2551026,857.63377919,399337.0,253698.0,75179.0,42005.0,11719.0,7076.0,9661.0,52323.0,371516.0,8190.0,14585.0,2472.0,1.0818644792,39892.646724,3076.76,449085.0,399337.0
(FRA) France,(60) Mixed crops,2012,2.245746947610512,41149.0,22571.0,166152.0,2488.1663886,734.79075226,146648.0,39127.0,52580.0,24248.0,17889.0,9759.0,3045.0,150119.0,6356.0,9676.0,20630.0,1015.0,1.1329952985,31068.181975,3692.73,187797.0,146648.0
(FRA) France,(70) Mixed livestock,2012,2.824094429600568,45830.0,36630.0,272116.0,470.98025196,1002.1170563,262531.0,116698.0,76733.0,43702.0,5286.0,11844.0,8268.0,43317.0,223832.0,4967.0,34435.0,1811.0,1.0365090668999999,33517.619199,3328.39,308362.0,262531.0
(FRA) France,(80) Mixed crops and livestock,2012,10.085568370142388,50037.0,44490.0,231715.0,873.88788436,1146.716169,224741.0,85642.0,67498.0,42424.0,6991.0,15605.0,6581.0,109659.0,110750.0,11307.0,42159.0,904.0,1.03103208,41029.892046,3070.8,274778.0,224741.0
(HUN) Hungary,(15) Specialist COP,2012,38.42244159906167,24453.0,18259.0,63805.0,865.41852344,713.98511865,56910.0,20118.0,19254.0,6036.0,5269.0,5020.0,1213.0,58083.0,1299.0,4424.0,17382.0,176.0,1.1211533405,31548.677439,2495.19,81363.0,56910.0
(HUN) Hungary,(16) Specialist other fieldcrops,2012,5.375818590558108,21920.0,18521.0,66908.0,1046.4117677000002,1017.8879265,62614.0,21227.0,19645.0,6664.0,9597.0,4435.0,1046.0,58417.0,3299.0,5192.0,17498.0,129.0,1.0685643447,18919.922597,4287.22,84535.0,62614.0
(HUN) Hungary,(20) Specialist horticulture,2012,7.174274264490274,19784.0,2544.0,76104.0,8620.948108,161.3247728,59133.0,20471.0,16746.0,6303.0,13008.0,1597.0,1008.0,74580.0,27.0,1496.0,2091.0,722.0,1.2869941684000001,13029.921698,5854.66,78917.0,59133.0
(HUN) Hungary,(35) Specialist wine,2012,3.059329488808523,15560.0,7050.0,52804.0,4434.7003101,,45504.0,11264.0,11496.0,10683.0,10505.0,811.0,744.0,47942.0,0.0,4862.0,6264.0,1996.0,1.1604233368,11563.478561,4876.57,61064.0,45505.0
(HUN) Hungary,(36) Specialist orchards - fruits,2012,4.760043006548725,8139.0,7362.0,23736.0,1845.5916685,564.07888067,22576.0,5988.0,6576.0,4849.0,4628.0,311.0,224.0,22323.0,36.0,1376.0,6922.0,58.0,1.0513656443000001,9429.034352200002,3090.54,30716.0,22576.0
(HUN) Hungary,(38) Permanent crops combined,2012,0.576678721532597,8915.0,9885.0,25736.0,1295.042024,584.49627032,27062.0,6787.0,8076.0,5454.0,5958.0,479.0,307.0,24922.0,410.0,404.0,9273.0,968.0,0.9510083565,6597.4447615,4898.31,35977.0,27061.0
(HUN) Hungary,(45) Specialist milk,2012,3.4796207604339755,31020.0,42101.0,167862.0,547.48676704,1519.3774998,178744.0,91118.0,37430.0,12350.0,27073.0,6609.0,4163.0,47404.0,105410.0,15047.0,40207.0,1695.0,0.9391151864,19383.552688,7623.75,209764.0,178744.0
(HUN) Hungary,(48) Specialist sheep and goats,2012,2.326263317368781,14775.0,17626.0,24815.0,149.19814578,562.36569457,26545.0,15706.0,5531.0,2419.0,1493.0,1256.0,139.0,7443.0,17283.0,90.0,16456.0,49.0,0.9348353064,15679.872286000002,2474.84,41320.0,26545.0
(HUN) Hungary,(49) Specialist cattle,2012,1.1142605805884078,18159.0,31075.0,29406.0,136.70616951,493.79300085,43248.0,21949.0,9723.0,5186.0,2553.0,2491.0,1346.0,10279.0,19060.0,68.0,29976.0,2025.0,0.679944372,14925.935443,3325.99,61407.0,43248.0
(HUN) Hungary,(50) Specialist granivores,2012,3.978105757013,22383.0,14829.0,237939.0,807.03407951,1309.3362857999998,228665.0,157964.0,34064.0,8004.0,19500.0,5926.0,3208.0,16838.0,215252.0,5849.0,12674.0,435.0,1.0405565414,16616.825412000002,6698.11,251048.0,228665.0
(HUN) Hungary,(60) Mixed crops,2012,6.783305639722411,12405.0,8959.0,40321.0,1260.2110860999999,855.69842106,36189.0,13378.0,11746.0,4406.0,4720.0,1076.0,862.0,33682.0,2955.0,3685.0,8209.0,64.0,1.1141791657,13161.20495,3176.01,48594.0,36189.0
(HUN) Hungary,(70) Mixed livestock,2012,1.0262926400156387,,,,,,,,,,,,,,,,,,,,,,
(HUN) Hungary,(80) Mixed crops and livestock,2012,21.923565633857883,13782.0,15782.0,62982.0,740.48171571,1120.926201,64137.0,28852.0,16753.0,5391.0,8674.0,3176.0,1290.0,31133.0,27194.0,4655.0,14684.0,252.0,0.9819982498000001,19428.820155,3019.81,77918.0,64136.0
(IRE) Ireland,(15) Specialist COP,2012,5.414160111059695,31441.0,27174.0,95413.0,1203.1380072999998,643.03930424,89828.0,41448.0,25336.0,11604.0,3087.0,6576.0,1776.0,81824.0,9559.0,4031.0,26286.0,-430.0,1.0621823169,47304.251854,1835.82,121269.0,89828.0
(IRE) Ireland,(16) Specialist other fieldcrops,2012,0.41647385469689957,,,,,,,,,,,,,,,,,,,,,,
(IRE) Ireland,(45) Specialist milk,2012,18.093475242943082,46873.0,23633.0,162894.0,217.03356019,1285.2697245,137187.0,78806.0,28021.0,16941.0,5683.0,4589.0,3147.0,13072.0,149047.0,775.0,23581.0,-2415.0,1.1873812953,38088.980715,3825.24,184060.0,137188.0
(IRE) Ireland,(48) Specialist sheep and goats,2012,16.300323924109207,14464.0,19185.0,26780.0,59.02895083600001,536.63575684,30412.0,14134.0,8991.0,5104.0,616.0,1186.0,381.0,2962.0,23477.0,341.0,18385.0,-288.0,0.8805536831,14999.390568,2295.8,44877.0,30413.0
(IRE) Ireland,(49) Specialist cattle,2012,56.80240629338269,14752.0,19992.0,36133.0,119.86606497,619.22384795,39975.0,19076.0,11612.0,6377.0,647.0,1575.0,688.0,5144.0,30272.0,717.0,19077.0,-482.0,0.9038747344,16537.886743,2282.73,54728.0,39975.0
(IRE) Ireland,(50) Specialist granivores,2012,0.0,,,,,,,,,,,,,,,,,,,,,,
(IRE) Ireland,(70) Mixed livestock,2012,0.11568718186024989,,,,,,,,,,,,,,,,,,,,,,
(IRE) Ireland,(80) Mixed crops and livestock,2012,2.8574733919481723,33069.0,30484.0,76968.0,577.00619661,701.44241103,72232.0,34111.0,19778.0,11137.0,3142.0,2997.0,1068.0,34902.0,39716.0,2349.0,29413.0,-1079.0,1.0655573686,32558.140014999997,2647.06,105302.0,72233.0
(ITA) Italy,(15) Specialist COP,2012,15.092896017092288,11346.0,9487.0,31204.0,1486.4300431,1360.0922099000002,27438.0,8977.0,9258.0,6377.0,1031.0,1772.0,22.0,30037.0,168.0,1000.0,7480.0,99.0,1.1372770008,15971.544036000001,1951.73,38783.0,27438.0
(ITA) Italy,(16) Specialist other fieldcrops,2012,12.29374485715523,21323.0,9120.0,49078.0,2321.4942957,2213.374183,35573.0,11217.0,10865.0,6350.0,4478.0,2497.0,166.0,45881.0,1203.0,1994.0,7696.0,123.0,1.3796162338,22993.417422,2660.61,56897.0,35573.0
(ITA) Italy,(20) Specialist horticulture,2012,3.5498260455313195,53312.0,801.0,153761.0,36080.932541,2001.731791,98930.0,43105.0,20053.0,13970.0,20384.0,1231.0,187.0,150393.0,129.0,3238.0,-1473.0,-45.0,1.5542372334,27035.210493000002,5752.88,152243.0,98930.0
(ITA) Italy,(35) Specialist wine,2012,14.197860576576057,25398.0,2595.0,56082.0,6334.5979913,1148.1442658,33320.0,8200.0,8761.0,8868.0,6533.0,804.0,154.0,54278.0,401.0,1402.0,2010.0,627.0,1.6831102597,24241.434772,2815.43,58719.0,33320.0
(ITA) Italy,(36) Specialist orchards - fruits,2012,9.956547472968486,19811.0,3397.0,46358.0,6235.723513399999,1026.224686,28192.0,6327.0,7415.0,6531.0,7109.0,638.0,172.0,44515.0,134.0,1709.0,1693.0,-48.0,1.6443674184000001,19837.146859,2937.2,48003.0,28193.0
(ITA) Italy,(37) Specialist olives,2012,10.58307228132985,11083.0,5372.0,20323.0,2909.5535114,861.70397908,14061.0,2894.0,3663.0,3222.0,4013.0,266.0,3.0,19473.0,34.0,816.0,4756.0,65.0,1.4452990623,14752.838169999999,2172.59,25144.0,14062.0
(ITA) Italy,(38) Permanent crops combined,2012,7.7940263602373285,12680.0,3438.0,28892.0,3626.3141494999995,893.86782941,18759.0,4403.0,5367.0,4427.0,4107.0,367.0,88.0,27043.0,143.0,1706.0,2533.0,15.0,1.5401457018,16289.209819,2239.78,31440.0,18759.0
(ITA) Italy,(45) Specialist milk,2012,4.137373504063749,81997.0,17155.0,218975.0,1202.0878077,2133.5550415,152452.0,93497.0,26771.0,17406.0,9756.0,4520.0,502.0,35547.0,175942.0,7485.0,15194.0,281.0,1.4363465875,46329.575521,4565.3,234450.0,152453.0
(ITA) Italy,(48) Specialist sheep and goats,2012,4.883717573010351,23684.0,11078.0,46721.0,298.66295602,987.68486621,34106.0,15988.0,7276.0,7220.0,2062.0,1411.0,150.0,13677.0,31164.0,1880.0,11035.0,35.0,1.3698466932,20750.954471,2970.6,57791.0,34106.0
(ITA) Italy,(49) Specialist cattle,2012,4.748018651383696,28763.0,12870.0,67830.0,546.39807051,1141.2048084,50299.0,26387.0,9398.0,9718.0,2512.0,2181.0,102.0,17302.0,49001.0,1526.0,11321.0,-88.0,1.3485397934999999,25241.106077,3014.95,79063.0,50298.0
(ITA) Italy,(50) Specialist granivores,2012,1.036508784339767,210950.0,10811.0,599975.0,1862.4957190999999,784.32091254,378717.0,258012.0,58394.0,24667.0,29638.0,7107.0,899.0,54955.0,529138.0,15883.0,-10226.0,-83.0,1.5842299094999999,81991.207137,6359.76,589666.0,378718.0
(ITA) Italy,(60) Mixed crops,2012,7.513966883688701,18216.0,5386.0,41206.0,2783.2124842,1741.7599182,27422.0,8091.0,7423.0,6145.0,4895.0,814.0,54.0,38247.0,1168.0,1792.0,4459.0,-26.0,1.5026669175999998,18443.943443,2779.36,45639.0,27423.0
(ITA) Italy,(70) Mixed livestock,2012,0.38111186499400906,35159.0,10253.0,93373.0,738.03133472,1225.6440359,65314.0,33649.0,15321.0,9225.0,4155.0,2792.0,172.0,21789.0,58804.0,12780.0,6939.0,162.0,1.4295988313999999,27691.402971,3423.65,100474.0,65314.0
(ITA) Italy,(80) Mixed crops and livestock,2012,3.831329127629167,21818.0,8712.0,55568.0,1324.5308634,1474.7554390999999,41343.0,16319.0,11306.0,8940.0,2927.0,1767.0,84.0,27993.0,23800.0,3775.0,7407.0,186.0,1.3440669157,18843.264328999998,3132.2,63161.0,41342.0
(LTU) Lithuania,(15) Specialist COP,2012,20.3952697229872,37253.0,15972.0,77659.0,842.41049267,759.11208148,59810.0,27919.0,13917.0,12723.0,1830.0,2508.0,914.0,75411.0,1692.0,557.0,15720.0,3684.0,1.2984307196,22089.808062,3783.0,97063.0,59811.0
(LTU) Lithuania,(16) Specialist other fieldcrops,2012,5.799449214320427,20189.0,9373.0,47400.0,790.33317586,859.67255732,37748.0,17142.0,8626.0,9359.0,896.0,1353.0,372.0,45052.0,1351.0,997.0,9036.0,1502.0,1.2556828111,13675.712303,3406.4,57938.0,37748.0
(LTU) Lithuania,(20) Specialist horticulture,2012,0.5993844160051839,25684.0,2046.0,64630.0,6182.7611593,,40585.0,12440.0,11336.0,8209.0,7866.0,233.0,501.0,64543.0,-1.0,88.0,1330.0,308.0,1.5924737743000001,11563.743209999999,6248.13,66268.0,40585.0
(LTU) Lithuania,(36) Specialist orchards - fruits,2012,1.2797667260651224,23612.0,5945.0,39138.0,2665.4597708,,21556.0,3792.0,8382.0,5692.0,1575.0,97.0,2018.0,36495.0,0.0,2643.0,5781.0,249.0,1.8156598945,15427.30008,3944.91,45168.0,21556.0
(LTU) Lithuania,(45) Specialist milk,2012,31.70257573303094,10129.0,5589.0,24292.0,295.86544113,1082.0173710000001,21590.0,10260.0,5059.0,4948.0,634.0,382.0,307.0,8002.0,16043.0,247.0,5306.0,2121.0,1.1251483586,5722.7992124,3515.35,31719.0,21590.0
(LTU) Lithuania,(48) Specialist sheep and goats,2012,0.9395755710351531,,,,,,,,,,,,,,,,,,,,,,
(LTU) Lithuania,(49) Specialist cattle,2012,7.176413413251255,10218.0,11936.0,19673.0,195.18723492,516.74734108,21960.0,8916.0,5529.0,6106.0,590.0,623.0,195.0,9117.0,10049.0,507.0,11683.0,822.0,0.8958600546,7179.3614474,3330.57,32178.0,21960.0
(LTU) Lithuania,(50) Specialist granivores,2012,0.2105945245423619,195471.0,22984.0,1273492.0,772.75736442,1205.3612307,1102115.0,783255.0,116242.0,84835.0,103152.0,5808.0,8823.0,97406.0,1163703.0,12383.0,21823.0,2272.0,1.1554975772,19417.447821,32639.99,1297587.0,1102115.0
(LTU) Lithuania,(60) Mixed crops,2012,3.061720395269723,8003.0,3891.0,17141.0,759.6864289,1164.4998947000001,13616.0,4123.0,4379.0,4105.0,639.0,261.0,109.0,14532.0,1753.0,856.0,3465.0,1012.0,1.2589348743000002,4786.8803403,3547.22,21618.0,13616.0
(LTU) Lithuania,(70) Mixed livestock,2012,4.827474485663373,2155.0,1526.0,10687.0,527.33034109,982.64096535,9398.0,3847.0,2796.0,2493.0,131.0,50.0,81.0,4749.0,5848.0,90.0,884.0,-18.0,1.137092427,1792.2007921,2812.1,11553.0,9398.0
(LTU) Lithuania,(80) Mixed crops and livestock,2012,24.007775797829257,8480.0,6186.0,32621.0,512.48548891,1148.1742333,30229.0,13836.0,7159.0,5474.0,2638.0,833.0,289.0,17951.0,14394.0,276.0,5688.0,401.0,1.0791196342,6092.9703218,4165.28,38710.0,30229.0
(LUX) Luxembourg,(15) Specialist COP,2012,2.515723270440252,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(16) Specialist other fieldcrops,2012,1.8867924528301887,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(35) Specialist wine,2012,10.062893081761008,58397.0,13054.0,174185.0,16890.46638,411.18771101,141384.0,25068.0,53073.0,26738.0,28735.0,3221.0,4549.0,153747.0,622.0,19816.0,21063.0,4534.0,1.2319985149,34534.406517,5783.08,199782.0,141384.0
(LUX) Luxembourg,(45) Specialist milk,2012,33.33333333333333,44923.0,62763.0,227917.0,290.75325634,1409.5013092,257585.0,94895.0,65996.0,72121.0,4826.0,12608.0,7139.0,29543.0,177371.0,21004.0,74274.0,316.0,0.8848241872,36003.793265,4246.28,302507.0,257585.0
(LUX) Luxembourg,(48) Specialist sheep and goats,2012,1.257861635220126,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(49) Specialist cattle,2012,38.9937106918239,27402.0,53841.0,136733.0,252.14067495,840.74197772,170086.0,53198.0,47007.0,48753.0,6205.0,9579.0,5343.0,22712.0,93523.0,20498.0,60361.0,394.0,0.8039050081,30654.261647000003,3470.23,197488.0,170086.0
(LUX) Luxembourg,(50) Specialist granivores,2012,1.8867924528301887,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(60) Mixed crops,2012,0.0,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(70) Mixed livestock,2012,3.1446540880503147,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(80) Mixed crops and livestock,2012,6.918238993710692,37241.0,50946.0,205892.0,944.82796244,936.4538715,234255.0,95556.0,51694.0,62872.0,7721.0,10320.0,6092.0,86427.0,83261.0,36204.0,66354.0,-749.0,0.878920982,40223.496682,3413.22,271497.0,234255.0
(LVA) Latvia,(15) Specialist COP,2012,14.621304171729447,41204.0,25751.0,146909.0,861.80344922,766.02909752,130034.0,57131.0,36866.0,22050.0,7457.0,2566.0,3964.0,135567.0,3194.0,8148.0,24328.0,0.0,1.12977896,25686.775025,4226.07,171237.0,130034.0
(LVA) Latvia,(16) Specialist other fieldcrops,2012,10.004050222762253,6443.0,4446.0,27612.0,1129.3084691,480.76278526,24977.0,9095.0,9624.0,3130.0,2513.0,172.0,443.0,25559.0,606.0,1447.0,3808.0,0.0,1.1055075859,5443.880234,3475.36,31420.0,24977.0
(LVA) Latvia,(20) Specialist horticulture,2012,2.0656136087484813,6079.0,542.0,208313.0,37897.142031999996,,202309.0,33576.0,113629.0,17704.0,32807.0,1716.0,2878.0,154168.0,0.0,54145.0,76.0,0.0,1.0296739614000001,6908.3358266000005,12015.32,208389.0,202309.0
(LVA) Latvia,(36) Specialist orchards - fruits,2012,0.6480356419603078,6451.0,8810.0,22055.0,1502.5085976,5362.5789655,23975.0,6079.0,10941.0,4015.0,2462.0,59.0,419.0,18508.0,306.0,3241.0,8371.0,0.0,0.9199060495,5817.9118671999995,3135.21,30426.0,23975.0
(LVA) Latvia,(45) Specialist milk,2012,32.40178209801539,8683.0,11744.0,42039.0,215.25929902,1133.5764775,44664.0,21501.0,12612.0,5639.0,3966.0,293.0,654.0,11054.0,28708.0,2276.0,11309.0,0.0,0.9412093842,6434.782266300001,4179.08,53348.0,44665.0
(LVA) Latvia,(48) Specialist sheep and goats,2012,1.9036046982584043,,,,,,,,,,,,,,,,,,,,,,
(LVA) Latvia,(49) Specialist cattle,2012,5.629809639530174,13324.0,26548.0,28973.0,136.66060645,360.27818513,41433.0,15299.0,15154.0,7618.0,2121.0,509.0,733.0,11965.0,12973.0,4035.0,25785.0,0.0,0.6992627435,10166.413164,3260.94,54758.0,41434.0
(LVA) Latvia,(50) Specialist granivores,2012,1.0935601458080195,37787.0,40761.0,424197.0,640.33606106,948.57280876,425508.0,265698.0,56559.0,43808.0,39610.0,1100.0,18732.0,30070.0,379638.0,14489.0,39098.0,0.0,0.9969189508,21164.528655000002,8891.71,463295.0,425508.0
(LVA) Latvia,(60) Mixed crops,2012,2.67314702308627,6374.0,7513.0,20762.0,879.54804572,826.51032951,21251.0,4502.0,7655.0,3738.0,4693.0,163.0,501.0,17163.0,940.0,2659.0,6862.0,0.0,0.9769910336,5799.6032854,3815.64,27624.0,21251.0
(LVA) Latvia,(70) Mixed livestock,2012,5.30579181855002,5673.0,5524.0,16428.0,250.02647647,749.81644393,15714.0,6762.0,5105.0,2738.0,731.0,143.0,235.0,6366.0,7235.0,2827.0,4959.0,0.0,1.0454375966,4480.4533209,2995.58,21387.0,15715.0
(LVA) Latvia,(80) Mixed crops and livestock,2012,23.653300931551236,8865.0,11394.0,32280.0,326.9590295,899.00282524,34153.0,15107.0,9620.0,5181.0,3236.0,525.0,485.0,17396.0,13341.0,1542.0,10739.0,0.0,0.9451417713,7050.142588799999,3662.67,43019.0,34153.0
(MLT) Malta,(16) Specialist other fieldcrops,2012,3.169014084507042,9214.0,1881.0,19686.0,5258.6432794,1800.1928305999998,12324.0,5111.0,5022.0,1833.0,187.0,170.0,0.0,19651.0,34.0,0.0,1852.0,0.0,1.5973760127,7421.142607800001,2605.87,21538.0,12323.0
(MLT) Malta,(20) Specialist horticulture,2012,45.07042253521127,11332.0,2498.0,26235.0,9911.408429000001,2447.6852164,17529.0,7740.0,5698.0,1785.0,1979.0,208.0,119.0,25978.0,257.0,0.0,2454.0,172.0,1.4966884266,8981.869711700001,3364.6,28861.0,17528.0
(MLT) Malta,(35) Specialist wine,2012,3.873239436619718,,,,,,,,,,,,,,,,,,,,,,
(MLT) Malta,(36) Specialist orchards - fruits,2012,1.4084507042253522,,,,,,,,,,,,,,,,,,,,,,
(MLT) Malta,(38) Permanent crops combined,2012,1.7605633802816902,,,,,,,,,,,,,,,,,,,,,,
(MLT) Malta,(45) Specialist milk,2012,3.5211267605633805,34689.0,20186.0,228858.0,1713.9754641,2178.4078453,221293.0,173746.0,28957.0,10332.0,4897.0,692.0,2668.0,7209.0,219329.0,2319.0,20150.0,6974.0,1.0341827151,14880.657256,6732.07,255982.0,221293.0
(MLT) Malta,(48) Specialist sheep and goats,2012,9.859154929577464,4464.0,2003.0,17843.0,1068.8600709,2878.8449678,15551.0,10147.0,3507.0,1509.0,253.0,74.0,62.0,1856.0,15956.0,32.0,2003.0,168.0,1.1474091562,4082.3868327,2424.36,20014.0,15551.0
(MLT) Malta,(49) Specialist cattle,2012,2.464788732394366,,,,,,,,,,,,,,,,,,,,,,
(MLT) Malta,(50) Specialist granivores,2012,7.042253521126761,-2973.0,911.0,150705.0,2726.5270899,1187.9441703,157372.0,120383.0,19622.0,7163.0,7348.0,349.0,2507.0,2393.0,148312.0,0.0,800.0,2894.0,0.9576344827,2285.1974229,4742.31,154399.0,157371.0
(MLT) Malta,(60) Mixed crops,2012,16.901408450704224,8315.0,2998.0,15429.0,4737.178613,1086.5308263,10580.0,4252.0,4227.0,1766.0,238.0,97.0,0.0,15171.0,258.0,0.0,2994.0,473.0,1.4583288697999999,7121.798162800001,2570.25,18896.0,10580.0
(MLT) Malta,(70) Mixed livestock,2012,0.35211267605633806,,,,,,,,,,,,,,,,,,,,,,
(MLT) Malta,(80) Mixed crops and livestock,2012,4.577464788732395,7874.0,3809.0,22617.0,3071.1102723999998,1403.9894143,18990.0,11543.0,3804.0,1783.0,1664.0,164.0,32.0,11478.0,11139.0,0.0,3782.0,465.0,1.1910137552,7127.438974,3124.32,26864.0,18989.0
(NED) Netherlands,(15) Specialist COP,2012,1.1916784487982226,,,,,,,,,,,,,,,,,,,,,,
(NED) Netherlands,(16) Specialist other fieldcrops,2012,13.855786709755606,115519.0,29051.0,370349.0,4985.4036317,837.41530365,278421.0,85394.0,80606.0,45721.0,17784.0,24100.0,24816.0,300123.0,15849.0,54378.0,24000.0,-409.0,1.3301779294,109184.71282999999,3542.89,393940.0,278421.0
(NED) Netherlands,(20) Specialist horticulture,2012,17.14805089880832,93995.0,5363.0,1012813.0,91086.017678,1172.8363999,919939.0,278458.0,314018.0,97304.0,172379.0,14562.0,43216.0,886845.0,5027.0,120941.0,1442.0,-321.0,1.1009563995,43941.202153,15378.78,1013934.0,919939.0
(NED) Netherlands,(36) Specialist orchards - fruits,2012,2.8277115734195113,73779.0,5482.0,324547.0,21212.861061000003,426.54080047,254049.0,62898.0,65196.0,48004.0,55513.0,5235.0,17203.0,267047.0,12235.0,45266.0,3678.0,-399.0,1.2775017801000002,42728.259658999996,7413.6,327826.0,254048.0
(NED) Netherlands,(38) Permanent crops combined,2012,0.060593819430418104,,,,,,,,,,,,,,,,,,,,,,
(NED) Netherlands,(45) Specialist milk,2012,33.95273682084428,58096.0,32805.0,340005.0,119.82428358,2286.0459859000002,308829.0,120746.0,81437.0,49165.0,6840.0,13775.0,36866.0,6537.0,305174.0,28293.0,28240.0,-1319.0,1.100946197,63573.259071,4289.18,366926.0,308829.0
(NED) Netherlands,(48) Specialist sheep and goats,2012,3.5144415269642493,7182.0,11990.0,231156.0,127.49463231,2626.8275013,231757.0,118179.0,51627.0,28677.0,8261.0,7012.0,18001.0,3230.0,210759.0,17167.0,8213.0,-431.0,0.997408052,23828.435535,3938.56,238938.0,231757.0
(NED) Netherlands,(49) Specialist cattle,2012,11.310846293678045,16876.0,26501.0,167676.0,395.13437636,918.23973247,174490.0,55503.0,51421.0,27219.0,18700.0,5647.0,15999.0,11291.0,97523.0,58862.0,24461.0,-772.0,0.960952749,36168.704826,3389.28,191365.0,174490.0
(NED) Netherlands,(50) Specialist granivores,2012,10.300949303171077,81274.0,12572.0,933677.0,1870.9117092,1375.0475537,860659.0,633012.0,88526.0,70963.0,20353.0,6487.0,41318.0,19176.0,891122.0,23379.0,7831.0,425.0,1.0848399717000001,82329.63294299999,4048.76,941933.0,860659.0
(NED) Netherlands,(60) Mixed crops,2012,0.8887093516461321,,,,,,,,,,,,,,,,,,,,,,
(NED) Netherlands,(70) Mixed livestock,2012,2.6257321753181175,47043.0,19153.0,412312.0,361.5675169,1316.5560853,380873.0,223572.0,69012.0,40974.0,6374.0,11616.0,29326.0,12569.0,387487.0,12256.0,15653.0,-49.0,1.082544625,58409.385439,3621.21,427916.0,380873.0
(NED) Netherlands,(80) Mixed crops and livestock,2012,2.322763078166027,78486.0,24822.0,448743.0,3532.7372249,1464.0200135,385725.0,172452.0,97208.0,48131.0,13403.0,23497.0,31034.0,195442.0,184434.0,68868.0,21016.0,-5548.0,1.1633760431,63931.51717100001,5150.85,464211.0,385725.0
(OST) Austria,(15) Specialist COP,2012,9.922737306843267,29525.0,23386.0,66028.0,1244.2423527,2004.2870954,59235.0,14412.0,24366.0,13399.0,2041.0,4236.0,781.0,47827.0,2546.0,15655.0,22742.0,-10.0,1.114679983,41872.855896,1938.03,88760.0,59235.0
(OST) Austria,(16) Specialist other fieldcrops,2012,6.799116997792494,46256.0,28784.0,100054.0,1712.9175443,1341.8548878,81591.0,23544.0,30091.0,16323.0,4610.0,5669.0,1354.0,78769.0,5383.0,15901.0,28461.0,-668.0,1.2262833281999999,45990.321994,2803.79,127847.0,81591.0
(OST) Austria,(20) Specialist horticulture,2012,0.12141280353200883,,,,,,,,,,,,,,,,,,,,,,
(OST) Austria,(35) Specialist wine,2012,5.805739514348786,27991.0,8032.0,74539.0,5899.0582948,360.69275167,57369.0,9006.0,24283.0,13884.0,6307.0,1548.0,2342.0,63424.0,77.0,11037.0,9571.0,1251.0,1.2992741995000001,24312.307224,3346.79,85361.0,57370.0
(OST) Austria,(36) Specialist orchards - fruits,2012,2.1081677704194264,28404.0,8272.0,84986.0,6522.7683345,1061.3005757,66821.0,9186.0,24322.0,16983.0,13718.0,1282.0,1330.0,68273.0,510.0,16204.0,9373.0,865.0,1.2718462034,21311.798928,4423.1,95224.0,66820.0
(OST) Austria,(38) Permanent crops combined,2012,0.5077262693156733,,,,,,,,,,,,,,,,,,,,,,
(OST) Austria,(45) Specialist milk,2012,30.07726269315673,27959.0,18897.0,71904.0,112.34106414,1782.1532982,63450.0,18756.0,23200.0,18231.0,484.0,1403.0,1377.0,3434.0,51921.0,16548.0,17951.0,1554.0,1.1332326609,18511.601327,3694.43,91409.0,63450.0
(OST) Austria,(48) Specialist sheep and goats,2012,6.821192052980132,12385.0,10449.0,41089.0,74.345671053,1299.6628222000002,39317.0,6745.0,17088.0,12879.0,776.0,444.0,1386.0,1494.0,16456.0,23138.0,10523.0,90.0,1.0450577092,13195.482487000001,2538.95,51702.0,39318.0
(OST) Austria,(49) Specialist cattle,2012,21.456953642384104,16164.0,19287.0,41529.0,78.634245029,990.92486333,45553.0,9119.0,18228.0,15422.0,404.0,819.0,1561.0,2733.0,22527.0,16270.0,19187.0,1000.0,0.9116822399,13690.980011000001,3018.15,61716.0,45553.0
