COUNTRY,TF14,YEAR,mean_perc,SE420,SE605,SE131,SE136,SE207,SE270,SE281,SE336,SE360,SE370,SE375,SE380,SE135,SE206,SE256,SE600,SE405,SE132,SE425,SE011,plus,miners
(ESP) Spain,(15) Specialist COP,2005,12.677209683197708,10256.0,13170.0,19359.0,300.19368809,1108.1960437999999,21246.0,7294.0,7761.0,2234.0,913.0,2841.0,203.0,17687.0,227.0,1445.0,12324.0,-181.0,0.9111591492,15264.235229,1998.43,31502.0,21246.0
(ESP) Spain,(16) Specialist other fieldcrops,2005,5.698005698005698,20527.0,9009.0,43361.0,1144.9453076,946.38134097,31037.0,11544.0,11989.0,2158.0,2249.0,2775.0,324.0,42171.0,369.0,822.0,8293.0,-90.0,1.3970574752,21998.696463999997,2537.02,51564.0,31037.0
(ESP) Spain,(20) Specialist horticulture,2005,7.463705068495488,28765.0,1497.0,74629.0,9939.920146100001,1336.0455399,47788.0,14892.0,8065.0,2967.0,19913.0,1261.0,689.0,73879.0,307.0,443.0,1953.0,-29.0,1.5616671381,16367.118949000002,6236.13,76553.0,47788.0
(ESP) Spain,(35) Specialist wine,2005,8.642543971885289,9753.0,750.0,21798.0,1318.6936099000002,,13595.0,2845.0,3664.0,2607.0,3998.0,366.0,114.0,21296.0,0.0,502.0,978.0,574.0,1.6033028291,10017.117584,2799.53,23350.0,13596.0
(ESP) Spain,(36) Specialist orchards - fruits,2005,17.395977276216797,13919.0,2228.0,25809.0,2302.5203035,993.71472675,14237.0,3603.0,4663.0,1834.0,3664.0,369.0,104.0,25423.0,120.0,266.0,2389.0,-41.0,1.8127437947,14318.822842,2470.99,28157.0,14238.0
(ESP) Spain,(37) Specialist olives,2005,14.279134039613082,20230.0,7152.0,25752.0,1485.8972263,671.19361218,13003.0,2912.0,3043.0,1506.0,5207.0,272.0,63.0,25703.0,32.0,17.0,7526.0,-44.0,1.980437442,17839.648555,2664.24,33234.0,13003.0
(ESP) Spain,(38) Permanent crops combined,2005,2.808059095484245,14465.0,5219.0,17934.0,909.44327516,0.0,8759.0,1928.0,3018.0,1770.0,1745.0,242.0,56.0,17508.0,0.0,427.0,5362.0,-72.0,2.0475225887,14409.682512000001,2269.27,23224.0,8759.0
(ESP) Spain,(45) Specialist milk,2005,4.722179572478974,37773.0,7274.0,73228.0,452.16852146,1584.3793623,42995.0,31132.0,6843.0,3237.0,598.0,898.0,288.0,8567.0,64487.0,173.0,7656.0,-116.0,1.7031728277,28048.471602999998,2973.14,80768.0,42996.0
(ESP) Spain,(48) Specialist sheep and goats,2005,6.783015166248699,36974.0,12664.0,55066.0,93.564712205,1000.1516206,31750.0,20749.0,4706.0,2463.0,2357.0,1245.0,229.0,5785.0,49064.0,218.0,13468.0,189.0,1.7343770919,29523.246682999998,3048.66,68723.0,31751.0
(ESP) Spain,(49) Specialist cattle,2005,7.305048023610898,21056.0,12818.0,33670.0,127.66206068,631.59952026,25805.0,17425.0,4141.0,2132.0,643.0,1281.0,184.0,5520.0,27852.0,298.0,13161.0,30.0,1.3047718631,18797.367900999998,2685.42,46861.0,25806.0
(ESP) Spain,(50) Specialist granivores,2005,3.452923213402255,54026.0,5107.0,169639.0,466.91158658,598.71983891,121874.0,92846.0,14641.0,7482.0,3562.0,2245.0,1099.0,9319.0,158501.0,1819.0,6037.0,225.0,1.3919134865,41179.540142000005,3098.15,175901.0,121874.0
(ESP) Spain,(60) Mixed crops,2005,5.019021785488851,11157.0,7391.0,37234.0,989.44274049,1203.5881384000002,33464.0,6676.0,7993.0,2554.0,15079.0,965.0,197.0,36216.0,444.0,574.0,7425.0,-38.0,1.1126575698,11323.097896,4842.38,44621.0,33464.0
(ESP) Spain,(70) Mixed livestock,2005,0.6670419844072539,46011.0,15402.0,96111.0,143.99033826,794.83438292,66848.0,44542.0,11482.0,5427.0,1076.0,3965.0,355.0,11173.0,83027.0,1910.0,16055.0,693.0,1.4377536163999998,38198.332369,2775.72,112859.0,66848.0
(ESP) Spain,(80) Mixed crops and livestock,2005,3.0861354214647627,25519.0,15481.0,38421.0,249.03816557,802.25758074,28190.0,14369.0,6917.0,2383.0,1673.0,2657.0,190.0,14910.0,22447.0,1064.0,15391.0,-104.0,1.3629243709999999,21815.477566,2717.45,53708.0,28189.0
(EST) Estonia,(15) Specialist COP,2005,17.167919799498748,15400.0,12015.0,45044.0,267.21281603,1040.4321802000002,43722.0,18345.0,14021.0,7054.0,2205.0,705.0,1391.0,37658.0,1032.0,6354.0,11856.0,2222.0,1.0302520972,10902.199040000001,3577.82,59122.0,43721.0
(EST) Estonia,(16) Specialist other fieldcrops,2005,11.278195488721805,11922.0,5336.0,22111.0,364.24771907,647.91916625,16235.0,7720.0,4731.0,2294.0,1001.0,92.0,398.0,18447.0,1114.0,2551.0,5689.0,357.0,1.3619357074,9345.318310999999,3221.34,28157.0,16235.0
(EST) Estonia,(20) Specialist horticulture,2005,2.882205513784461,5695.0,1133.0,94608.0,5827.4999293,,94962.0,39305.0,24641.0,6111.0,20936.0,2703.0,1266.0,83008.0,0.0,11600.0,1390.0,4659.0,0.9962711881,5860.5049983,9757.8,100657.0,94963.0
(EST) Estonia,(36) Specialist orchards - fruits,2005,0.2506265664160401,,,,,,,,,,,,,,,,,,,,,,
(EST) Estonia,(45) Specialist milk,2005,20.426065162907268,27922.0,23895.0,127736.0,190.97100968,1024.6004578,125763.0,60243.0,30118.0,10084.0,22489.0,858.0,1972.0,36136.0,84433.0,7167.0,23547.0,2402.0,1.0156910245,8898.5181743,13016.32,153685.0,125763.0
(EST) Estonia,(48) Specialist sheep and goats,2005,3.258145363408521,,,,,,,,,,,,,,,,,,,,,,
(EST) Estonia,(49) Specialist cattle,2005,9.649122807017543,13914.0,14435.0,25768.0,97.426531205,432.57999144,27777.0,13449.0,9473.0,3203.0,912.0,230.0,512.0,10227.0,13885.0,1656.0,14265.0,1658.0,0.9276671279,7900.068881,4277.07,41691.0,27777.0
(EST) Estonia,(50) Specialist granivores,2005,2.2556390977443606,48777.0,11016.0,336783.0,282.10392946,626.08862632,306123.0,162520.0,85409.0,20940.0,33450.0,571.0,3233.0,25052.0,257503.0,54228.0,11222.0,6895.0,1.1001562079,10669.000895000001,16368.31,354900.0,306122.0
(EST) Estonia,(60) Mixed crops,2005,14.411027568922306,,,,,,,,,,,,,,,,,,,,,,
(EST) Estonia,(70) Mixed livestock,2005,3.007518796992481,,,,,,,,,,,,,,,,,,,,,,
(EST) Estonia,(80) Mixed crops and livestock,2005,15.413533834586465,9630.0,6962.0,27988.0,229.27862978,813.6022432999999,26463.0,13498.0,7190.0,3155.0,1858.0,218.0,543.0,14473.0,12028.0,1487.0,6938.0,1167.0,1.0576313568,5758.2079603,4295.5,36093.0,26463.0
(FRA) France,(15) Specialist COP,2005,12.434793539061028,19770.0,46363.0,89888.0,694.50136824,629.78571787,114393.0,39816.0,31782.0,23307.0,2992.0,12789.0,3707.0,79884.0,2937.0,7067.0,44066.0,210.0,0.7857804198999999,28344.671614,2213.18,134164.0,114393.0
(FRA) France,(16) Specialist other fieldcrops,2005,8.195587958016466,29521.0,35845.0,163623.0,1414.8872364,729.9156101,167405.0,53525.0,48018.0,29072.0,14867.0,16595.0,5328.0,143675.0,10760.0,9188.0,32819.0,483.0,0.9774135719,30048.865027,3548.51,196925.0,167405.0
(FRA) France,(20) Specialist horticulture,2005,2.9507887624913582,31894.0,3986.0,232334.0,28247.922481999998,809.77625009,204263.0,55349.0,66917.0,25859.0,48448.0,3446.0,4245.0,225336.0,848.0,6150.0,2568.0,1255.0,1.1374244012999999,21297.753625999998,6640.51,236157.0,204264.0
(FRA) France,(35) Specialist wine,2005,14.687951731506505,43534.0,4754.0,171554.0,6976.7825515,740.69366388,131244.0,14761.0,47538.0,21248.0,27449.0,15291.0,4957.0,164793.0,754.0,6006.0,1798.0,1426.0,1.3071423864,33255.972566000004,4394.6,174778.0,131244.0
(FRA) France,(36) Specialist orchards - fruits,2005,2.102319150273396,10474.0,12246.0,177188.0,5773.9802981,729.23870233,179976.0,26669.0,63021.0,24108.0,54343.0,7680.0,4155.0,168013.0,1368.0,7806.0,10392.0,2870.0,0.9845056929000001,16514.26136,7331.88,190450.0,179976.0
(FRA) France,(38) Permanent crops combined,2005,0.4745144868330086,14182.0,10917.0,122850.0,3186.1630915,676.42053078,120453.0,20191.0,42691.0,17090.0,29444.0,7327.0,3711.0,114978.0,1859.0,6012.0,8907.0,2878.0,1.0198966549,17517.620549,4819.59,134635.0,120454.0
(FRA) France,(45) Specialist milk,2005,18.29237634341022,30600.0,25333.0,120069.0,166.38450414,1355.730709,114890.0,36475.0,40106.0,24087.0,1817.0,8150.0,4255.0,12124.0,104978.0,2967.0,23731.0,1689.0,1.0450795315,24526.635987999998,2817.77,145489.0,114889.0
(FRA) France,(48) Specialist sheep and goats,2005,5.078247753126767,20355.0,30895.0,75714.0,68.327950466,971.66530397,87029.0,30281.0,27483.0,18897.0,2371.0,5035.0,2962.0,5994.0,67200.0,2520.0,29903.0,1766.0,0.8699884794,16865.713572999997,2752.44,107383.0,87029.0
(FRA) France,(49) Specialist cattle,2005,15.960656149833449,26875.0,39251.0,85481.0,76.48487216,695.03937909,97913.0,30322.0,32110.0,21989.0,1643.0,8242.0,3607.0,7385.0,75989.0,2107.0,37959.0,1348.0,0.8730339725,25695.738725,2436.34,124788.0,97913.0
(FRA) France,(50) Specialist granivores,2005,4.685437747470304,35286.0,18827.0,267338.0,451.42077936,654.23864108,249822.0,139092.0,54740.0,33283.0,8114.0,5722.0,8871.0,20108.0,242269.0,4961.0,16792.0,978.0,1.0701143712,29665.994612000002,3088.31,285108.0,249822.0
(FRA) France,(60) Mixed crops,2005,2.3222927534410154,16771.0,22536.0,108772.0,1552.2681764000001,852.68043163,114528.0,29129.0,38725.0,19666.0,15813.0,8061.0,3135.0,93849.0,9352.0,5570.0,20734.0,1793.0,0.9497420147,17767.250863,3823.39,131299.0,114528.0
(FRA) France,(70) Mixed livestock,2005,3.4912953302746526,38752.0,32991.0,194394.0,269.28382443,847.53104424,188104.0,78211.0,53907.0,34825.0,3416.0,10247.0,7498.0,22070.0,168610.0,3714.0,31018.0,1444.0,1.0334417487,27790.584326,3382.6,226856.0,188103.0
(FRA) France,(80) Mixed crops and livestock,2005,9.323738294261831,28977.0,43033.0,135384.0,491.87933648,930.75526782,148928.0,52036.0,44379.0,29667.0,4918.0,12542.0,5386.0,54103.0,75959.0,5322.0,40940.0,1581.0,0.9090550054000001,27462.06073,2939.79,177905.0,148928.0
(HUN) Hungary,(15) Specialist COP,2005,23.427512737378418,9708.0,16493.0,46199.0,472.89080575,729.95775998,53785.0,16014.0,19173.0,7680.0,5279.0,3174.0,2465.0,38892.0,1132.0,6175.0,16058.0,1237.0,0.8589476203,15320.243106999998,2785.19,63494.0,53786.0
(HUN) Hungary,(16) Specialist other fieldcrops,2005,3.6776285317276516,11008.0,19512.0,75048.0,696.73691263,756.47536344,83659.0,25654.0,27556.0,10748.0,10344.0,5944.0,3412.0,62774.0,2457.0,9818.0,18801.0,818.0,0.8970760009000001,11834.519533,5554.8,94667.0,83659.0
(HUN) Hungary,(20) Specialist horticulture,2005,7.012505789717462,7651.0,1554.0,39673.0,5092.583922,296.39360565,34067.0,10192.0,10644.0,6132.0,5556.0,379.0,1165.0,37040.0,147.0,2486.0,1413.0,632.0,1.1645427274,6394.0503686,4857.99,41718.0,34068.0
(HUN) Hungary,(35) Specialist wine,2005,3.955534969893469,-759.0,2101.0,25917.0,2565.9828731999996,,27795.0,3127.0,11497.0,6669.0,4501.0,303.0,1699.0,21409.0,0.0,4508.0,1183.0,-64.0,0.9324478582,3122.6455283000005,4093.19,27036.0,27794.0
(HUN) Hungary,(36) Specialist orchards - fruits,2005,2.6586382584529873,1929.0,4086.0,30221.0,1507.6702544000002,602.90931474,32275.0,7371.0,9024.0,8762.0,5256.0,442.0,1419.0,28214.0,63.0,1944.0,4002.0,-20.0,0.9363837717,4716.576813600001,4228.93,34203.0,32274.0
(HUN) Hungary,(38) Permanent crops combined,2005,0.5743399722093562,,,,,,,,,,,,,,,,,,,,,,
(HUN) Hungary,(45) Specialist milk,2005,4.316813339509032,15195.0,15352.0,100064.0,411.4302316,1265.4168665999998,99349.0,43074.0,27373.0,7989.0,15420.0,2242.0,3251.0,27865.0,60467.0,11732.0,14391.0,90.0,1.007190357,11473.223887999999,6908.52,114545.0,99349.0
(HUN) Hungary,(48) Specialist sheep and goats,2005,2.38073182028717,9275.0,12087.0,39770.0,119.96965388,482.02887224,41444.0,22065.0,9666.0,4657.0,4046.0,505.0,505.0,10252.0,29321.0,198.0,11018.0,-70.0,0.9596256584999999,7470.2890925,4242.59,50718.0,41444.0
(HUN) Hungary,(49) Specialist cattle,2005,1.9546086150995832,3430.0,10676.0,18293.0,160.73623611,314.87879611,25196.0,11486.0,6738.0,3334.0,819.0,920.0,1899.0,8176.0,9191.0,926.0,10385.0,-53.0,0.7260524740000001,5670.2223214,2766.89,28625.0,25195.0
(HUN) Hungary,(50) Specialist granivores,2005,7.836961556276053,13315.0,9371.0,123493.0,397.83458999,1001.3867593,118909.0,61501.0,27032.0,7258.0,16831.0,2357.0,3930.0,10825.0,102780.0,9888.0,8324.0,407.0,1.0385536582,12119.289295,6539.23,132224.0,118910.0
(HUN) Hungary,(60) Mixed crops,2005,16.544696618805002,-277.0,3138.0,12607.0,727.27074019,731.38267532,15865.0,4492.0,5154.0,3849.0,1587.0,326.0,456.0,11569.0,476.0,561.0,2865.0,116.0,0.7946313895999999,2024.2245010000001,2148.57,15588.0,15865.0
(HUN) Hungary,(70) Mixed livestock,2005,3.0291801760074106,-2977.0,37677.0,205827.0,446.68405616,1001.8070679,245714.0,84058.0,69335.0,20868.0,53044.0,8358.0,10051.0,56672.0,128854.0,20300.0,35065.0,1846.0,0.8376674251999999,10643.572815000001,13773.52,242738.0,245715.0
(HUN) Hungary,(80) Mixed crops and livestock,2005,22.63084761463641,3252.0,8512.0,36447.0,406.23462782,810.99191044,41797.0,15018.0,13087.0,4638.0,6228.0,1436.0,1390.0,17416.0,15483.0,3548.0,8134.0,469.0,0.8719931166,7546.6528204999995,3449.63,45050.0,41797.0
(IRE) Ireland,(15) Specialist COP,2005,1.930885139402689,17241.0,22710.0,39824.0,778.74164762,428.45495014,45265.0,17545.0,14038.0,7347.0,1926.0,3400.0,1009.0,35925.0,517.0,3381.0,22698.0,-16.0,0.8797847934,36878.84896,1207.48,62506.0,45266.0
(IRE) Ireland,(16) Specialist other fieldcrops,2005,2.0211134169448703,26013.0,20513.0,77992.0,1512.133811,311.18932589,71767.0,28553.0,21036.0,9017.0,3632.0,7525.0,2004.0,72014.0,4401.0,1578.0,20201.0,-414.0,1.08674802,39504.806973,2031.13,97779.0,71767.0
(IRE) Ireland,(45) Specialist milk,2005,14.887665794459984,41103.0,16313.0,97083.0,28.526505600000004,1034.0328242,74683.0,35057.0,16947.0,13212.0,3931.0,3149.0,2387.0,1395.0,94633.0,1056.0,19884.0,-1181.0,1.2999318384,32897.729458,3672.51,115786.0,74683.0
(IRE) Ireland,(48) Specialist sheep and goats,2005,15.753857258864928,12127.0,16655.0,14285.0,14.96292138,343.65530711,18284.0,7885.0,5049.0,3715.0,523.0,792.0,321.0,648.0,13239.0,399.0,16684.0,-559.0,0.7812974310999999,13987.039247,2065.32,30410.0,18284.0
(IRE) Ireland,(49) Specialist cattle,2005,62.71767571957051,13825.0,17260.0,21994.0,18.393826437,426.26258925,25279.0,9719.0,7782.0,5246.0,650.0,1236.0,647.0,696.0,20298.0,1000.0,17409.0,-299.0,0.870037877,15516.691631,2258.64,39104.0,25279.0
(IRE) Ireland,(50) Specialist granivores,2005,0.018045655508436342,,,,,,,,,,,,,,,,,,,,,,
(IRE) Ireland,(70) Mixed livestock,2005,0.0631597942795272,,,,,,,,,,,,,,,,,,,,,,
(IRE) Ireland,(80) Mixed crops and livestock,2005,2.6075972209690517,23795.0,27386.0,53633.0,466.42964477,417.05809421,56915.0,23296.0,15939.0,9908.0,3574.0,2948.0,1250.0,27131.0,23100.0,3402.0,27878.0,-802.0,0.9423369333,24468.667321,2856.57,80709.0,56914.0
(ITA) Italy,(15) Specialist COP,2005,10.101346310558151,14899.0,10039.0,31537.0,1283.0061229,1318.6855519,25627.0,8810.0,7102.0,5150.0,2171.0,2286.0,108.0,27150.0,2419.0,1967.0,8891.0,99.0,1.2306134717000001,20026.121081999998,2185.41,40527.0,25627.0
(ITA) Italy,(16) Specialist other fieldcrops,2005,11.258278145695364,20452.0,9534.0,40823.0,1904.1691664,1381.8229678,29215.0,8772.0,8397.0,5727.0,4005.0,2217.0,98.0,37081.0,333.0,3409.0,8617.0,227.0,1.3973435346,20638.037097,2884.18,49667.0,29215.0
(ITA) Italy,(20) Specialist horticulture,2005,3.70034547270077,49408.0,530.0,110734.0,35125.885933,2190.0817914,63144.0,28190.0,11834.0,8824.0,13155.0,925.0,216.0,109046.0,303.0,1386.0,1480.0,337.0,1.7536732924,26566.704549000002,5408.87,112551.0,63144.0
(ITA) Italy,(35) Specialist wine,2005,11.10103641810231,17595.0,1368.0,38909.0,5515.9274999,1932.1290705,23980.0,6805.0,5093.0,6918.0,4405.0,528.0,232.0,37481.0,375.0,1053.0,2336.0,330.0,1.6225739691999999,18243.731893,2745.08,41575.0,23980.0
(ITA) Italy,(36) Specialist orchards - fruits,2005,10.6683347297623,16163.0,1059.0,31633.0,6025.9128837,1227.3330943,16389.0,3756.0,3906.0,4617.0,3607.0,408.0,95.0,30927.0,172.0,534.0,850.0,69.0,1.9301372805,18616.605729,2418.11,32552.0,16389.0
(ITA) Italy,(37) Specialist olives,2005,13.402274840175835,9414.0,3493.0,14606.0,2406.5252997,1352.3324625,8483.0,2067.0,2237.0,2113.0,1945.0,115.0,6.0,13149.0,215.0,1243.0,3251.0,40.0,1.7217750862999999,13262.915346,1924.57,17897.0,8483.0
(ITA) Italy,(38) Permanent crops combined,2005,10.469774008057204,9661.0,1988.0,21094.0,2879.9320172,1063.007527,13540.0,3117.0,3112.0,3876.0,3121.0,252.0,61.0,20248.0,130.0,716.0,1993.0,112.0,1.5579684305000001,12084.267652,2373.2,23199.0,13540.0
(ITA) Italy,(45) Specialist milk,2005,4.981234290174114,65571.0,16488.0,159548.0,943.86852642,1830.5282252,113214.0,72257.0,15608.0,15651.0,5402.0,3665.0,632.0,29164.0,128347.0,2038.0,18130.0,1107.0,1.4092637856,34962.977165,5002.92,178785.0,113215.0
(ITA) Italy,(48) Specialist sheep and goats,2005,3.465056756229412,30556.0,12016.0,54268.0,268.55222224,949.06660734,37114.0,20793.0,6397.0,5893.0,2401.0,1486.0,145.0,16163.0,36276.0,1829.0,13153.0,249.0,1.4621891132,21183.020344,3778.77,67670.0,37114.0
(ITA) Italy,(49) Specialist cattle,2005,3.866769198985389,29083.0,12552.0,73217.0,560.70820002,1004.6558024,58024.0,37375.0,7939.0,8476.0,1892.0,2226.0,117.0,19336.0,52520.0,1362.0,13315.0,575.0,1.2618400611,21922.487132,3522.28,87107.0,58024.0
(ITA) Italy,(50) Specialist granivores,2005,1.0559298495299965,131678.0,14056.0,442829.0,1258.336474,930.55346973,325142.0,233074.0,40202.0,20861.0,23838.0,5731.0,1436.0,29766.0,409509.0,3555.0,13649.0,343.0,1.3619547728999999,58005.90435800001,6321.11,456821.0,325142.0
(ITA) Italy,(60) Mixed crops,2005,9.983128077404249,13229.0,4165.0,32598.0,2399.0645695999997,1369.1411351,23564.0,8105.0,5667.0,5066.0,3899.0,732.0,95.0,29577.0,1260.0,1761.0,3976.0,219.0,1.3834274665000001,14500.310441999998,2731.83,36793.0,23563.0
(ITA) Italy,(70) Mixed livestock,2005,0.3305519528963467,55259.0,10557.0,113204.0,630.47115535,1446.8952775,72281.0,40728.0,13029.0,9219.0,6128.0,2963.0,215.0,18282.0,84328.0,10594.0,13175.0,1161.0,1.5661660274,32973.250547,4432.57,127540.0,72281.0
(ITA) Italy,(80) Mixed crops and livestock,2005,5.615939949728557,17281.0,7093.0,39861.0,897.69176856,1305.8722189999999,30103.0,13690.0,6660.0,6442.0,1913.0,1319.0,78.0,18866.0,18808.0,2187.0,7328.0,194.0,1.324176158,14645.710541999999,3197.71,47383.0,30102.0
(LTU) Lithuania,(15) Specialist COP,2005,4.256,20720.0,14417.0,40339.0,348.60601437,583.35019177,37438.0,19279.0,9031.0,5232.0,1225.0,2028.0,641.0,38834.0,976.0,529.0,14141.0,3678.0,1.0774906034,11710.046387999999,3884.11,58158.0,37438.0
(LTU) Lithuania,(16) Specialist other fieldcrops,2005,4.032,13607.0,6325.0,29600.0,505.30486072,736.15146778,23026.0,11258.0,5047.0,3827.0,1696.0,931.0,267.0,25076.0,2212.0,2311.0,5965.0,1069.0,1.2854892506,8433.5456455,3888.81,36634.0,23026.0
(LTU) Lithuania,(20) Specialist horticulture,2005,0.6506666666666666,18914.0,2680.0,37244.0,2363.3319759,412.13751951,21033.0,4293.0,7307.0,3368.0,5657.0,128.0,280.0,37093.0,84.0,67.0,2191.0,511.0,1.7707533779,7562.1615667999995,6671.33,39946.0,21033.0
(LTU) Lithuania,(36) Specialist orchards - fruits,2005,1.6533333333333333,3572.0,3352.0,5903.0,419.65714289,934.06092826,5667.0,500.0,1860.0,2642.0,545.0,112.0,9.0,4926.0,974.0,3.0,3079.0,257.0,1.0415303969,2369.3275588,3803.84,9239.0,5667.0
(LTU) Lithuania,(45) Specialist milk,2005,32.373333333333335,8161.0,3671.0,14694.0,224.18487612,722.63986805,11726.0,5647.0,2908.0,2212.0,714.0,170.0,74.0,5021.0,9106.0,566.0,3252.0,1941.0,1.253114821,3825.8138142,3987.57,19887.0,11726.0
(LTU) Lithuania,(48) Specialist sheep and goats,2005,0.032,,,,,,,,,,,,,,,,,,,,,,
(LTU) Lithuania,(49) Specialist cattle,2005,0.9493333333333333,,,,,,,,,,,,,,,,,,,,,,
(LTU) Lithuania,(50) Specialist granivores,2005,0.16,,,,,,,,,,,,,,,,,,,,,,
(LTU) Lithuania,(60) Mixed crops,2005,2.2933333333333334,5494.0,2996.0,11972.0,542.90519453,609.91862356,9404.0,3380.0,3019.0,1976.0,671.0,283.0,75.0,10721.0,789.0,463.0,2615.0,310.0,1.2730958776999999,3628.3155651999996,3717.25,14897.0,9404.0
(LTU) Lithuania,(70) Mixed livestock,2005,27.456000000000003,4399.0,3095.0,8669.0,168.20396146,520.45080761,7061.0,4142.0,1764.0,986.0,55.0,106.0,9.0,3522.0,5128.0,19.0,2716.0,75.0,1.2277650447,2691.5553271,3805.61,11460.0,7062.0
(LTU) Lithuania,(80) Mixed crops and livestock,2005,26.144000000000002,5293.0,4243.0,14668.0,278.02804100000003,681.22682674,13913.0,6995.0,3472.0,1939.0,1156.0,293.0,59.0,7690.0,6744.0,234.0,3878.0,661.0,1.0542594961,3121.3446731999998,4231.94,19207.0,13914.0
(LUX) Luxembourg,(15) Specialist COP,2005,1.2345679012345678,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(16) Specialist other fieldcrops,2005,0.0,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(35) Specialist wine,2005,11.728395061728394,42542.0,6481.0,124477.0,13335.093015999999,344.10267758,92687.0,16546.0,32100.0,22974.0,15704.0,1768.0,3595.0,114525.0,402.0,9551.0,10412.0,340.0,1.342988185,27829.155036,5024.37,135229.0,92687.0
(LUX) Luxembourg,(36) Specialist orchards - fruits,2005,0.6172839506172839,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(45) Specialist milk,2005,39.50617283950617,45469.0,39824.0,140723.0,174.31401680000002,1209.8750197999998,144585.0,47270.0,36280.0,44258.0,2563.0,8483.0,5731.0,14152.0,112750.0,13822.0,44951.0,4379.0,0.9732902083,34330.760599,3724.95,190053.0,144585.0
(LUX) Luxembourg,(48) Specialist sheep and goats,2005,2.4691358024691357,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(49) Specialist cattle,2005,33.95061728395062,28104.0,41282.0,97543.0,137.05598864,727.34748328,116137.0,33738.0,30980.0,37120.0,1912.0,7436.0,4952.0,10999.0,71730.0,14814.0,44270.0,2428.0,0.83989859,29565.096943,2988.07,144241.0,116138.0
(LUX) Luxembourg,(50) Specialist granivores,2005,1.2345679012345678,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(60) Mixed crops,2005,0.0,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(70) Mixed livestock,2005,3.0864197530864197,34133.0,48299.0,188673.0,262.73675497,711.94187411,211307.0,95087.0,44792.0,49157.0,5109.0,9922.0,7240.0,23493.0,155260.0,9919.0,57749.0,-982.0,0.8928842948000001,31127.280293,4074.26,245440.0,211307.0
(LUX) Luxembourg,(80) Mixed crops and livestock,2005,6.172839506172839,33081.0,37498.0,111175.0,538.41056775,679.17661727,122242.0,36289.0,34095.0,38978.0,903.0,6994.0,4984.0,41707.0,35364.0,34104.0,41325.0,2824.0,0.9094663654999999,34594.010754,2755.74,155324.0,122243.0
(LVA) Latvia,(15) Specialist COP,2005,6.582278481012659,14321.0,21342.0,51728.0,288.00387005,455.25471519,64108.0,24008.0,21318.0,11666.0,3478.0,1118.0,2520.0,42491.0,1806.0,7431.0,20542.0,6160.0,0.8068777074,6278.307867,4881.02,78430.0,64108.0
(LVA) Latvia,(16) Specialist other fieldcrops,2005,6.8354430379746836,11142.0,9149.0,47289.0,584.47211938,649.33242487,46449.0,18604.0,15727.0,6729.0,3013.0,1085.0,1290.0,40873.0,1944.0,4472.0,8412.0,1890.0,1.0180899634,6061.6619243000005,4859.68,57591.0,46448.0
(LVA) Latvia,(20) Specialist horticulture,2005,1.9831223628691983,13308.0,1482.0,93599.0,6852.763911200001,,81294.0,11083.0,40465.0,8669.0,19621.0,489.0,967.0,87240.0,0.0,6359.0,920.0,84.0,1.1513571417,4649.1468558999995,14052.74,94603.0,81294.0
(LVA) Latvia,(36) Specialist orchards - fruits,2005,0.9704641350210972,,,,,,,,,,,,,,,,,,,,,,
(LVA) Latvia,(45) Specialist milk,2005,30.970464135021096,11002.0,6562.0,24198.0,159.30866143,759.51012074,21619.0,11212.0,6324.0,2333.0,1263.0,120.0,368.0,7080.0,16381.0,737.0,6493.0,1931.0,1.1192719397,5022.9837363999995,4518.72,32622.0,21620.0
(LVA) Latvia,(48) Specialist sheep and goats,2005,1.4345991561181435,,,,,,,,,,,,,,,,,,,,,,
(LVA) Latvia,(49) Specialist cattle,2005,1.8143459915611813,13683.0,13275.0,19497.0,114.37881507,399.11385210000003,19321.0,8779.0,7118.0,1823.0,1042.0,161.0,398.0,6937.0,11012.0,1548.0,13064.0,443.0,1.0091169411,6671.292136,4443.8,33004.0,19322.0
(LVA) Latvia,(50) Specialist granivores,2005,1.139240506329114,57161.0,12160.0,666487.0,238.06168498,1033.9476944,632205.0,353480.0,124786.0,44035.0,98261.0,391.0,11252.0,11071.0,632869.0,22548.0,8107.0,14771.0,1.0542265884,6950.7196393,42333.04,689365.0,632205.0
(LVA) Latvia,(60) Mixed crops,2005,3.5864978902953584,3406.0,2397.0,11963.0,453.01063539999996,719.12340156,11552.0,3586.0,3487.0,2209.0,2105.0,36.0,130.0,9207.0,1385.0,1371.0,2006.0,989.0,1.0356054926,1757.0323499,5053.52,14958.0,11552.0
(LVA) Latvia,(70) Mixed livestock,2005,20.548523206751053,6438.0,4251.0,12593.0,183.87492682,588.24560656,10998.0,6403.0,3036.0,1003.0,463.0,41.0,53.0,4877.0,7559.0,158.0,4098.0,745.0,1.1450177842,3116.2775725,4172.62,17436.0,10999.0
